word,rule_based,correct
सन्निहितं,⠎⠝⠈⠝⠊⠓⠊⠞⠰,⠎⠈⠝⠝⠊⠓⠊⠞⠰
सब्जी,⠎⠃⠈⠚⠔,⠎⠈⠃⠚⠔
समृद्धि,⠎⠍⠐⠗⠙⠈⠮⠊,⠎⠍⠐⠗⠈⠙⠮⠊
सम्प्रेषण,⠎⠍⠈⠏⠈⠗⠑⠯⠼,⠎⠈⠍⠈⠏⠗⠑⠯⠼
सहिष्णु,⠎⠓⠊⠯⠈⠼⠥,⠎⠓⠊⠈⠯⠼⠥
सामर्थ्य-असामर्थ्य,⠎⠜⠍⠗⠈⠹⠈⠽⠤⠁⠎⠜⠍⠗⠈⠹⠈⠽,⠎⠜⠍⠈⠗⠈⠹⠽⠤⠁⠎⠜⠍⠈⠗⠈⠹⠽
साम्प्रदायिक,⠎⠜⠍⠈⠏⠈⠗⠙⠜⠽⠊⠅,⠎⠜⠈⠍⠈⠏⠗⠙⠜⠽⠊⠅
साहित्यम्,⠎⠜⠓⠊⠞⠈⠽⠍⠈,⠎⠜⠓⠊⠈⠞⠽⠈⠍
सेण्टर्स,⠎⠑⠼⠈⠾⠗⠈⠎,⠎⠑⠈⠼⠾⠈⠗⠎
स्त्री-पुरुष,⠎⠈⠈⠞⠗⠔⠤⠏⠥⠗⠥⠯,⠈⠎⠈⠞⠗⠔⠤⠏⠥⠗⠥⠯
स्वामीनाथन,⠎⠈⠧⠜⠍⠔⠝⠜⠹⠝,⠈⠎⠧⠜⠍⠔⠝⠜⠹⠝
स्वेच्छा,⠎⠈⠧⠑⠉⠈⠡⠜,⠈⠎⠧⠑⠈⠉⠡⠜
हस्तक्षेप,⠓⠎⠈⠞⠟⠑⠏,⠓⠈⠎⠞⠟⠑⠏
हिंसात्मक,⠓⠊⠰⠎⠜⠞⠈⠍⠅,⠓⠊⠰⠎⠜⠈⠞⠍⠅
हिस्सेदारी,⠓⠊⠎⠈⠎⠑⠙⠜⠗⠔,⠓⠊⠈⠎⠎⠑⠙⠜⠗⠔
‘नक्सलवाद’,⠠⠦⠝⠅⠈⠎⠇⠧⠜⠙⠴⠄,⠠⠦⠝⠈⠅⠎⠇⠧⠜⠙⠴⠄
अध्ययन-मंडलियों,⠁⠮⠈⠽⠽⠝⠤⠍⠰⠫⠇⠊⠽⠕⠰,⠁⠈⠮⠽⠽⠝⠤⠍⠰⠫⠇⠊⠽⠕⠰
इच्छाओं,⠊⠉⠈⠡⠜⠕⠰,⠊⠈⠉⠡⠜⠕⠰
उँफचाइयों,⠥⠄⠋⠉⠜⠊⠽⠕⠰,⠥⠄⠋⠉⠜⠊⠽⠕⠰
उड़ान,⠥⠻⠜⠝,⠥⠻⠜⠝
उत्तर,⠥⠞⠈⠞⠗,⠥⠈⠞⠞⠗
उन्होंने,⠥⠝⠈⠓⠕⠰⠝⠑,⠥⠈⠝⠓⠕⠰⠝⠑
काव्य,⠅⠜⠧⠈⠽,⠅⠜⠈⠧⠽
काव्यप्रेमियों,⠅⠜⠧⠈⠽⠏⠈⠗⠑⠍⠊⠽⠕⠰,⠅⠜⠈⠧⠽⠈⠏⠗⠑⠍⠊⠽⠕⠰
कोद्ध,⠅⠕⠙⠈⠮,⠅⠕⠈⠙⠮
क्रियाकलापों,⠅⠈⠗⠊⠽⠜⠅⠇⠜⠏⠕⠰,⠈⠅⠗⠊⠽⠜⠅⠇⠜⠏⠕⠰
गुप्त,⠛⠥⠏⠈⠞,⠛⠥⠈⠏⠞
चर्चा,⠉⠗⠈⠉⠜,⠉⠈⠗⠉⠜
जन्म,⠚⠝⠈⠍,⠚⠈⠝⠍
तात्पर्य,⠞⠜⠞⠈⠏⠗⠈⠽,⠞⠜⠈⠞⠏⠈⠗⠽
त्मचतपदज,⠞⠈⠍⠉⠞⠏⠙⠚,⠈⠞⠍⠉⠞⠏⠙⠚
द्विजदेव,⠙⠈⠧⠊⠚⠙⠑⠧,⠈⠙⠧⠊⠚⠙⠑⠧
धन्वा,⠮⠝⠈⠧⠜,⠮⠈⠝⠧⠜
परिवर्तन,⠏⠗⠊⠧⠗⠈⠞⠝,⠏⠗⠊⠧⠈⠗⠞⠝
परिषद्,⠏⠗⠊⠯⠙⠈,⠏⠗⠊⠯⠈⠙
पाठ्यपुस्तक,⠏⠜⠺⠈⠽⠏⠥⠎⠈⠞⠅,⠏⠜⠈⠺⠽⠏⠥⠈⠎⠞⠅
पृथ्वी,⠏⠐⠗⠹⠈⠧⠔,⠏⠐⠗⠈⠹⠧⠔
प्रवृफति,⠏⠈⠗⠧⠐⠗⠋⠞⠊,⠈⠏⠗⠧⠐⠗⠋⠞⠊
बच्चों,⠃⠉⠈⠉⠕⠰,⠃⠈⠉⠉⠕⠰
अँधेरेद्धवेफ,⠁⠄⠮⠑⠗⠑⠙⠈⠮⠧⠑⠋,⠁⠄⠮⠑⠗⠑⠈⠙⠮⠧⠑⠋
मूल्यांकन,⠍⠳⠇⠈⠽⠜⠰⠅⠝,⠍⠳⠈⠇⠽⠜⠰⠅⠝
रंध्रों,⠗⠰⠮⠈⠗⠕⠰,⠗⠰⠈⠮⠗⠕⠰
राष्ट्रभाषा,⠗⠜⠯⠈⠾⠈⠗⠘⠜⠯⠜,⠗⠜⠈⠯⠈⠾⠗⠘⠜⠯⠜
विश्वविद्यालयों,⠧⠊⠩⠈⠧⠧⠊⠙⠈⠽⠜⠇⠽⠕⠰,⠧⠊⠈⠩⠧⠧⠊⠈⠙⠽⠜⠇⠽⠕⠰
व्याख्याता,⠧⠈⠽⠜⠨⠈⠽⠜⠞⠜,⠈⠧⠽⠜⠈⠨⠽⠜⠞⠜
शब्दों,⠩⠃⠈⠙⠕⠰,⠩⠈⠃⠙⠕⠰
उजालाद्धकी,⠥⠚⠜⠇⠜⠙⠈⠮⠅⠔,⠥⠚⠜⠇⠜⠈⠙⠮⠅⠔
संग्रह,⠎⠰⠛⠈⠗⠓,⠎⠰⠈⠛⠗⠓
संबंध्,⠎⠰⠃⠰⠮⠈,⠎⠰⠃⠰⠈⠮
सन्,⠎⠝⠈,⠎⠈⠝
सम्मान,⠎⠍⠈⠍⠜⠝,⠎⠈⠍⠍⠜⠝
सांस्वृफतिक,⠎⠜⠰⠎⠈⠧⠐⠗⠋⠞⠊⠅,⠎⠜⠰⠈⠎⠧⠐⠗⠋⠞⠊⠅
साहित्य,⠎⠜⠓⠊⠞⠈⠽,⠎⠜⠓⠊⠈⠞⠽
स्पष्ट,⠎⠈⠏⠯⠈⠾,⠈⠎⠏⠈⠯⠾
हिस्सा,⠓⠊⠎⠈⠎⠜,⠓⠊⠈⠎⠎⠜
कद्ध,⠅⠙⠈⠮,⠅⠈⠙⠮
जपउम,⠚⠏⠥⠍,⠚⠏⠁⠥⠍
दृद्ध,⠙⠐⠗⠙⠈⠮,⠙⠐⠗⠈⠙⠮
द्धि,⠙⠈⠮⠊,⠈⠙⠮⠊
प्दबवउम,⠏⠈⠙⠃⠧⠥⠍,⠈⠏⠙⠃⠧⠁⠥⠍
ब्वसनउद,⠃⠈⠧⠎⠝⠥⠙,⠈⠃⠧⠎⠝⠁⠥⠙
वइरमबजपअमेद्धरू,⠧⠊⠗⠍⠃⠚⠏⠁⠍⠑⠙⠈⠮⠗⠳,⠧⠁⠊⠗⠍⠃⠚⠏⠁⠍⠑⠈⠙⠮⠗⠳
विपिबमद्ध,⠧⠊⠏⠊⠃⠍⠙⠈⠮,⠧⠊⠏⠊⠃⠍⠈⠙⠮
इेवतइ,⠊⠑⠧⠞⠊,⠊⠑⠧⠞⠁⠊
करनेजउमदज,⠅⠗⠝⠑⠚⠥⠍⠙⠚,⠅⠗⠝⠑⠚⠁⠥⠍⠙⠚
सवदमण्,⠎⠧⠙⠍⠼⠈,⠎⠧⠙⠍⠈⠼
अद्ध,⠁⠙⠈⠮,⠁⠈⠙⠮
इनलए,⠊⠝⠇⠑,⠊⠝⠇⠁⠑
उंकमण्,⠥⠰⠅⠍⠼⠈,⠥⠰⠅⠍⠈⠼
उंदंहमउमदज,⠥⠰⠙⠰⠓⠍⠥⠍⠙⠚,⠥⠰⠙⠰⠓⠍⠁⠥⠍⠙⠚
कंजंण्,⠅⠰⠚⠰⠼⠈,⠅⠰⠚⠰⠈⠼
कपेजतपइनजपवद,⠅⠏⠑⠚⠞⠏⠊⠝⠚⠏⠧⠙,⠅⠏⠑⠚⠞⠏⠁⠊⠝⠚⠏⠧⠙
कमइज,⠅⠍⠊⠚,⠅⠍⠁⠊⠚
कमइमदजनतमे,⠅⠍⠊⠍⠙⠚⠝⠞⠍⠑,⠅⠍⠁⠊⠍⠙⠚⠝⠞⠍⠑
कमेबतपइम,⠅⠍⠑⠃⠞⠏⠊⠍,⠅⠍⠑⠃⠞⠏⠁⠊⠍
कृकंजंण्,⠅⠐⠗⠅⠰⠚⠰⠼⠈,⠅⠐⠗⠅⠰⠚⠰⠈⠼
क्पतमबजवते,⠅⠈⠏⠞⠍⠃⠚⠧⠞⠑,⠈⠅⠏⠞⠍⠃⠚⠧⠞⠑
क्पेबने,⠅⠈⠏⠑⠃⠝⠑,⠈⠅⠏⠑⠃⠝⠑
क्व,⠅⠈⠧,⠈⠅⠧
च्ंलंइसम,⠉⠈⠰⠇⠰⠊⠎⠍,⠈⠉⠰⠇⠰⠊⠎⠍
च्तंबजपबम,⠉⠈⠞⠰⠃⠚⠏⠃⠍,⠈⠉⠞⠰⠃⠚⠏⠃⠍
च्वूमत,⠉⠈⠧⠳⠍⠞,⠈⠉⠧⠳⠍⠞
जमतउ,⠚⠍⠞⠥,⠚⠍⠞⠁⠥
जीमउण्,⠚⠔⠍⠥⠼⠈,⠚⠔⠍⠁⠥⠈⠼
ज्तंकम,⠚⠈⠞⠰⠅⠍,⠈⠚⠞⠰⠅⠍
ज्मतउ,⠚⠈⠍⠞⠥,⠈⠚⠍⠞⠁⠥
ज्मेज,⠚⠈⠍⠑⠚,⠈⠚⠍⠑⠚
तपेाण्,⠞⠏⠑⠜⠼⠈,⠞⠏⠑⠜⠈⠼
तमउंपदपदह,⠞⠍⠥⠰⠏⠙⠏⠙⠓,⠞⠍⠁⠥⠰⠏⠙⠏⠙⠓
त्मअमदनम,⠞⠈⠍⠁⠍⠙⠝⠍,⠈⠞⠍⠁⠍⠙⠝⠍
थ्तमपहीज,⠹⠈⠞⠍⠏⠓⠔⠚,⠈⠹⠞⠍⠏⠓⠔⠚
थ्सवू,⠹⠈⠎⠧⠳,⠈⠹⠎⠧⠳
दवजण्,⠙⠧⠚⠼⠈,⠙⠧⠚⠈⠼
निजनतमण्,⠝⠊⠚⠝⠞⠍⠼⠈,⠝⠊⠚⠝⠞⠍⠈⠼
प्क्ठप्,⠏⠈⠅⠈⠺⠏⠈,⠈⠏⠈⠅⠺⠈⠏
तुम्‍हारा,⠞⠥⠍⠈⠓⠜⠗⠜,⠞⠥⠈⠍⠓⠜⠗⠜
(इग्‍नू),⠶⠊⠛⠈⠝⠳⠶,⠶⠊⠈⠛⠝⠳⠶
(उज़बेकिस्‍तान),⠶⠥⠚⠐⠃⠑⠅⠊⠎⠈⠞⠜⠝⠶,⠶⠥⠐⠚⠃⠑⠅⠊⠈⠎⠞⠜⠝⠶
(छत्तीसगढ़),⠶⠡⠞⠈⠞⠔⠎⠛⠐⠻⠶,⠶⠡⠈⠞⠞⠔⠎⠛⠐⠻⠶
(प्रजा),⠶⠏⠈⠗⠚⠜⠶,⠶⠈⠏⠗⠚⠜⠶
(राजस्‍थान),⠶⠗⠜⠚⠎⠈⠹⠜⠝⠶,⠶⠗⠜⠚⠈⠎⠹⠜⠝⠶
(राज्‍य),⠶⠗⠜⠚⠈⠽⠶,⠶⠗⠜⠈⠚⠽⠶
अंतर्गत,⠁⠰⠞⠗⠈⠛⠞,⠁⠰⠞⠈⠗⠛⠞
अक्लमंद,⠁⠅⠈⠇⠍⠰⠙,⠁⠈⠅⠇⠍⠰⠙
अक्सर,⠁⠅⠈⠎⠗,⠁⠈⠅⠎⠗
अक्‍ल,⠁⠅⠈⠇,⠁⠈⠅⠇
अग्रवाल,⠁⠛⠈⠗⠧⠜⠇,⠁⠈⠛⠗⠧⠜⠇
अच्‍छा,⠁⠉⠈⠡⠜,⠁⠈⠉⠡⠜
अच्‍छा-खासा,⠁⠉⠈⠡⠜⠤⠨⠜⠎⠜,⠁⠈⠉⠡⠜⠤⠨⠜⠎⠜
अच्‍छाई,⠁⠉⠈⠡⠜⠔,⠁⠈⠉⠡⠜⠔
अच्‍छी,⠁⠉⠈⠡⠔,⠁⠈⠉⠡⠔
अत्‍यंत,⠁⠞⠈⠽⠰⠞,⠁⠈⠞⠽⠰⠞
अत्‍यधिक,⠁⠞⠈⠽⠮⠊⠅,⠁⠈⠞⠽⠮⠊⠅
अद्वितीय,⠁⠙⠈⠧⠊⠞⠔⠽,⠁⠈⠙⠧⠊⠞⠔⠽
अध्‍यापकों,⠁⠮⠈⠽⠜⠏⠅⠕⠰,⠁⠈⠮⠽⠜⠏⠅⠕⠰
अपार्टमेंट्स,⠁⠏⠜⠗⠈⠾⠍⠑⠰⠾⠈⠎,⠁⠏⠜⠈⠗⠾⠍⠑⠰⠈⠾⠎
अमूल्‍य,⠁⠍⠳⠇⠈⠽,⠁⠍⠳⠈⠇⠽
अर्ज़,⠁⠗⠈⠚⠐,⠁⠈⠗⠐⠚
अर्थी,⠁⠗⠈⠹⠔,⠁⠈⠗⠹⠔
अवश्‍य,⠁⠧⠩⠈⠽,⠁⠧⠈⠩⠽
अश‍र्फ़ी,⠁⠩⠗⠈⠋⠐⠔,⠁⠩⠈⠗⠐⠋⠔
असंख्‍य,⠁⠎⠰⠨⠈⠽,⠁⠎⠰⠈⠨⠽
अस्‍तित्‍व,⠁⠎⠈⠞⠊⠞⠈⠧,⠁⠈⠎⠞⠊⠈⠞⠧
अस्‍वाभाविक,⠁⠎⠈⠧⠜⠘⠜⠧⠊⠅,⠁⠈⠎⠧⠜⠘⠜⠧⠊⠅
आकृष्‍ट,⠜⠅⠐⠗⠯⠈⠾,⠜⠅⠐⠗⠈⠯⠾
आत्‍म-संतोष,⠜⠞⠈⠍⠤⠎⠰⠞⠕⠯,⠜⠈⠞⠍⠤⠎⠰⠞⠕⠯
आत्‍मविभोर,⠜⠞⠈⠍⠧⠊⠘⠕⠗,⠜⠈⠞⠍⠧⠊⠘⠕⠗
आदर-सम्‍मान,⠜⠙⠗⠤⠎⠍⠈⠍⠜⠝,⠜⠙⠗⠤⠎⠈⠍⠍⠜⠝
आवश्‍यक,⠜⠧⠩⠈⠽⠅,⠜⠧⠈⠩⠽⠅
आवाज़ें,⠜⠧⠜⠚⠐⠑⠰,⠜⠧⠜⠐⠚⠑⠰
आश्‍चर्य,⠜⠩⠈⠉⠗⠈⠽,⠜⠈⠩⠉⠈⠗⠽
इंतज़ार,⠊⠰⠞⠚⠐⠜⠗,⠊⠰⠞⠐⠚⠜⠗
इंसाफ़,⠊⠰⠎⠜⠋⠐,⠊⠰⠎⠜⠐⠋
इकट्ठा,⠊⠅⠾⠈⠺⠜,⠊⠅⠈⠾⠺⠜
इक्‍कीस-इक्‍कीस,⠊⠅⠈⠅⠔⠎⠤⠊⠅⠈⠅⠔⠎,⠊⠈⠅⠅⠔⠎⠤⠊⠈⠅⠅⠔⠎
इच्‍छा,⠊⠉⠈⠡⠜,⠊⠈⠉⠡⠜
इच्‍छा-पूर्ति,⠊⠉⠈⠡⠜⠤⠏⠳⠗⠈⠞⠊,⠊⠈⠉⠡⠜⠤⠏⠳⠈⠗⠞⠊
इज़ारेदार,⠊⠚⠐⠜⠗⠑⠙⠜⠗,⠊⠐⠚⠜⠗⠑⠙⠜⠗
ईर्ष्यालु,⠔⠗⠈⠯⠈⠽⠜⠇⠥,⠔⠈⠗⠈⠯⠽⠜⠇⠥
ईश्‍वर,⠔⠩⠈⠧⠗,⠔⠈⠩⠧⠗
उच्‍च,⠥⠉⠈⠉,⠥⠈⠉⠉
उत्तर,⠥⠞⠈⠞⠗,⠥⠈⠞⠞⠗
उत्‍पादन,⠥⠞⠈⠏⠜⠙⠝,⠥⠈⠞⠏⠜⠙⠝
उन्‍नीस,⠥⠝⠈⠝⠔⠎,⠥⠈⠝⠝⠔⠎
उपस्‍थित,⠥⠏⠎⠈⠹⠊⠞,⠥⠏⠈⠎⠹⠊⠞
उप्‍पल,⠥⠏⠈⠏⠇,⠥⠈⠏⠏⠇
उम्‍मीद,⠥⠍⠈⠍⠔⠙,⠥⠈⠍⠍⠔⠙
एक्‍सटेंशन,⠑⠅⠈⠎⠾⠑⠰⠩⠝,⠑⠈⠅⠎⠾⠑⠰⠩⠝
एनक्‍लेव,⠑⠝⠅⠈⠇⠑⠧,⠑⠝⠈⠅⠇⠑⠧
एसोसिएट,⠑⠎⠕⠎⠊⠑⠾,⠑⠎⠕⠎⠊⠑⠾
कंप्‍यूटर,⠅⠰⠏⠈⠽⠳⠾⠗,⠅⠰⠈⠏⠽⠳⠾⠗
कई-कई,⠅⠔⠤⠅⠔,⠅⠁⠔⠤⠅⠁⠔
कच्‍चा,⠅⠉⠈⠉⠜,⠅⠈⠉⠉⠜
कमज़ोरी,⠅⠍⠚⠐⠕⠗⠔,⠅⠍⠐⠚⠕⠗⠔
कर्कश,⠅⠗⠈⠅⠩,⠅⠈⠗⠅⠩
कल्‍पना,⠅⠇⠈⠏⠝⠜,⠅⠈⠇⠏⠝⠜
कल्‍याण,⠅⠇⠈⠽⠜⠼,⠅⠈⠇⠽⠜⠼
रेगिस्‍तान,⠗⠑⠛⠊⠎⠈⠞⠜⠝,⠗⠑⠛⠊⠈⠎⠞⠜⠝
काफ़ी,⠅⠜⠋⠐⠔,⠅⠜⠐⠋⠔
कार्यालय,⠅⠜⠗⠈⠽⠜⠇⠽,⠅⠜⠈⠗⠽⠜⠇⠽
कार्रवाई,⠅⠜⠗⠈⠗⠧⠜⠔,⠅⠜⠈⠗⠗⠧⠜⠔
काल्‍पनिक,⠅⠜⠇⠈⠏⠝⠊⠅,⠅⠜⠈⠇⠏⠝⠊⠅
किस्‍म,⠅⠊⠎⠈⠍,⠅⠊⠈⠎⠍
किस्‍सा,⠅⠊⠎⠈⠎⠜,⠅⠊⠈⠎⠎⠜
किस्‍से-कहानियों,⠅⠊⠎⠈⠎⠑⠤⠅⠓⠜⠝⠊⠽⠕⠰,⠅⠊⠈⠎⠎⠑⠤⠅⠓⠜⠝⠊⠽⠕⠰
कुख्‍यात,⠅⠥⠨⠈⠽⠜⠞,⠅⠥⠈⠨⠽⠜⠞
कुमार-उप-प्राचार्य,⠅⠥⠍⠜⠗⠤⠥⠏⠤⠏⠈⠗⠜⠉⠜⠗⠈⠽,⠅⠥⠍⠜⠗⠤⠥⠏⠤⠈⠏⠗⠜⠉⠜⠈⠗⠽
कुमार-पूर्व,⠅⠥⠍⠜⠗⠤⠏⠳⠗⠈⠧,⠅⠥⠍⠜⠗⠤⠏⠳⠈⠗⠧
केंद्रीय,⠅⠑⠰⠙⠈⠗⠔⠽,⠅⠑⠰⠈⠙⠗⠔⠽
कॉम्‍प्‍लैक्‍स,⠅⠭⠍⠈⠏⠈⠇⠌⠅⠈⠎,⠅⠭⠈⠍⠈⠏⠇⠌⠈⠅⠎
क्रोध,⠅⠈⠗⠕⠮,⠈⠅⠗⠕⠮
क्षुब्‍ध,⠟⠥⠃⠈⠮,⠟⠥⠈⠃⠮
क्‍या,⠅⠈⠽⠜,⠈⠅⠽⠜
क्‍यूँ,⠅⠈⠽⠳⠄,⠈⠅⠽⠳⠄
क्‍योंकि,⠅⠈⠽⠕⠰⠅⠊,⠈⠅⠽⠕⠰⠅⠊
खज़ाना,⠨⠚⠐⠜⠝⠜,⠨⠐⠚⠜⠝⠜
खत्‍म,⠨⠞⠈⠍,⠨⠈⠞⠍
खर्च-खाते,⠨⠗⠈⠉⠤⠨⠜⠞⠑,⠨⠈⠗⠉⠤⠨⠜⠞⠑
खातिर-तवज्‍जह,⠨⠜⠞⠊⠗⠤⠞⠧⠚⠈⠚⠓,⠨⠜⠞⠊⠗⠤⠞⠧⠈⠚⠚⠓
खिलाफ़,⠨⠊⠇⠜⠋⠐,⠨⠊⠇⠜⠐⠋
ख्‍याति,⠨⠈⠽⠜⠞⠊,⠈⠨⠽⠜⠞⠊
गए,⠛⠑,⠛⠁⠑
गट्ठे,⠛⠾⠈⠺⠑,⠛⠈⠾⠺⠑
गर्दन,⠛⠗⠈⠙⠝,⠛⠈⠗⠙⠝
गुज़रनेवाले,⠛⠥⠚⠐⠗⠝⠑⠧⠜⠇⠑,⠛⠥⠐⠚⠗⠝⠑⠧⠜⠇⠑
गुज़रा,⠛⠥⠚⠐⠗⠜,⠛⠥⠐⠚⠗⠜
गुस्‍सा,⠛⠥⠎⠈⠎⠜,⠛⠥⠈⠎⠎⠜
चंद्रकांत,⠉⠰⠙⠈⠗⠅⠜⠰⠞,⠉⠰⠈⠙⠗⠅⠜⠰⠞
चक्‍कर,⠉⠅⠈⠅⠗,⠉⠈⠅⠅⠗
चर्चा,⠉⠗⠈⠉⠜,⠉⠈⠗⠉⠜
चिल्‍ला,⠉⠊⠇⠈⠇⠜,⠉⠊⠈⠇⠇⠜
चिह्न,⠉⠊⠓⠈⠝,⠉⠊⠈⠓⠝
चीज़,⠉⠔⠚⠐,⠉⠔⠐⠚
चीत्‍कार,⠉⠔⠞⠈⠅⠜⠗,⠉⠔⠈⠞⠅⠜⠗
चूल्‍हे,⠉⠳⠇⠈⠓⠑,⠉⠳⠈⠇⠓⠑
चेष्‍टा,⠉⠑⠯⠈⠾⠜,⠉⠑⠈⠯⠾⠜
चौकन्‍ने,⠉⠪⠅⠝⠈⠝⠑,⠉⠪⠅⠈⠝⠝⠑
जन्‍म,⠚⠝⠈⠍,⠚⠈⠝⠍
जल्‍दी,⠚⠇⠈⠙⠔,⠚⠈⠇⠙⠔
जल्‍दी!,⠚⠇⠈⠙⠔⠖,⠚⠈⠇⠙⠔⠖
जल्‍दी-जल्‍दी,⠚⠇⠈⠙⠔⠤⠚⠇⠈⠙⠔,⠚⠈⠇⠙⠔⠤⠚⠈⠇⠙⠔
जश्‍न,⠚⠩⠈⠝,⠚⠈⠩⠝
ज़बान,⠚⠐⠃⠜⠝,⠐⠚⠃⠜⠝
ज़माने,⠚⠐⠍⠜⠝⠑,⠐⠚⠍⠜⠝⠑
ज़ोर-ज़ोर,⠚⠐⠕⠗⠤⠚⠐⠕⠗,⠐⠚⠕⠗⠤⠐⠚⠕⠗
जिन्‍होंने,⠚⠊⠝⠈⠓⠕⠰⠝⠑,⠚⠊⠈⠝⠓⠕⠰⠝⠑
जुर्रत,⠚⠥⠗⠈⠗⠞,⠚⠥⠈⠗⠗⠞
ज्‍येष्‍ठ,⠚⠈⠽⠑⠯⠈⠺,⠈⠚⠽⠑⠈⠯⠺
टाइपिस्‍ट,⠾⠜⠊⠏⠊⠎⠈⠾,⠾⠜⠊⠏⠊⠈⠎⠾
ट्रस्‍ट,⠾⠈⠗⠎⠈⠾,⠈⠾⠗⠈⠎⠾
ढक्‍कन,⠿⠅⠈⠅⠝,⠿⠈⠅⠅⠝
तकलीफ़,⠞⠅⠇⠔⠋⠐,⠞⠅⠇⠔⠐⠋
तत्‍पर,⠞⠞⠈⠏⠗,⠞⠈⠞⠏⠗
तत्‍पश्‍चात्,⠞⠞⠈⠏⠩⠈⠉⠜⠞⠈,⠞⠈⠞⠏⠈⠩⠉⠜⠈⠞
तफ़सील,⠞⠋⠐⠎⠔⠇,⠞⠐⠋⠎⠔⠇
तरफ़,⠞⠗⠋⠐,⠞⠗⠐⠋
तारीफ़,⠞⠜⠗⠔⠋⠐,⠞⠜⠗⠔⠐⠋
तुम्हें,⠞⠥⠍⠈⠓⠑⠰,⠞⠥⠈⠍⠓⠑⠰
तृप्‍ति,⠞⠐⠗⠏⠈⠞⠊,⠞⠐⠗⠈⠏⠞⠊
दफ़ा,⠙⠋⠐⠜,⠙⠐⠋⠜
दिल्‍ली,⠙⠊⠇⠈⠇⠔,⠙⠊⠈⠇⠇⠔
दुल्‍हन,⠙⠥⠇⠈⠓⠝,⠙⠥⠈⠇⠓⠝
दुष्‍ट,⠙⠥⠯⠈⠾,⠙⠥⠈⠯⠾
द्वार,⠙⠈⠧⠜⠗,⠈⠙⠧⠜⠗
धन्‍यवाद,⠮⠝⠈⠽⠧⠜⠙,⠮⠈⠝⠽⠧⠜⠙
धर्म,⠮⠗⠈⠍,⠮⠈⠗⠍
द्वारा,⠙⠈⠧⠜⠗⠜,⠈⠙⠧⠜⠗⠜
धन्‍यवाद,⠮⠝⠈⠽⠧⠜⠙,⠮⠈⠝⠽⠧⠜⠙
धर्म,⠮⠗⠈⠍,⠮⠈⠗⠍
ध्‍यान,⠮⠈⠽⠜⠝,⠈⠮⠽⠜⠝
ध्‍यानमग्‍न,⠮⠈⠽⠜⠝⠍⠛⠈⠝,⠈⠮⠽⠜⠝⠍⠈⠛⠝
नज़दीक,⠝⠚⠐⠙⠔⠅,⠝⠐⠚⠙⠔⠅
नज़र,⠝⠚⠐⠗,⠝⠐⠚⠗
नन्‍हा-सा,⠝⠝⠈⠓⠜⠤⠎⠜,⠝⠈⠝⠓⠜⠤⠎⠜
नफ़रत,⠝⠋⠐⠗⠞,⠝⠐⠋⠗⠞
नम्रतापूर्वक,⠝⠍⠈⠗⠞⠜⠏⠳⠗⠈⠧⠅,⠝⠈⠍⠗⠞⠜⠏⠳⠈⠗⠧⠅
नर्क,⠝⠗⠈⠅,⠝⠈⠗⠅
नाराज़,⠝⠜⠗⠜⠚⠐,⠝⠜⠗⠜⠐⠚
नाश्‍ता,⠝⠜⠩⠈⠞⠜,⠝⠜⠈⠩⠞⠜
निंगथउ,⠝⠊⠰⠛⠹⠥,⠝⠊⠰⠛⠹⠁⠥
निज़ात,⠝⠊⠚⠐⠜⠞,⠝⠊⠐⠚⠜⠞
निर्माण,⠝⠊⠗⠈⠍⠜⠼,⠝⠊⠈⠗⠍⠜⠼
निर्मित,⠝⠊⠗⠈⠍⠊⠞,⠝⠊⠈⠗⠍⠊⠞
निश्‍चय,⠝⠊⠩⠈⠉⠽,⠝⠊⠈⠩⠉⠽
न्‍याय,⠝⠈⠽⠜⠽,⠈⠝⠽⠜⠽
पक्‍का,⠏⠅⠈⠅⠜,⠏⠈⠅⠅⠜
पठनसामग्री,⠏⠺⠝⠎⠜⠍⠛⠈⠗⠔,⠏⠺⠝⠎⠜⠍⠈⠛⠗⠔
पत्तों,⠏⠞⠈⠞⠕⠰,⠏⠈⠞⠞⠕⠰
पदार्थ,⠏⠙⠜⠗⠈⠹,⠏⠙⠜⠈⠗⠹
पद्धति,⠏⠙⠈⠮⠞⠊,⠏⠈⠙⠮⠞⠊
परस्‍पर,⠏⠗⠎⠈⠏⠗,⠏⠗⠈⠎⠏⠗
परिषद्,⠏⠗⠊⠯⠙⠈,⠏⠗⠊⠯⠈⠙
परिस्‍थितियों,⠏⠗⠊⠎⠈⠹⠊⠞⠊⠽⠕⠰,⠏⠗⠊⠈⠎⠹⠊⠞⠊⠽⠕⠰
पर्ची,⠏⠗⠈⠉⠔,⠏⠈⠗⠉⠔
पर्याप्‍त,⠏⠗⠈⠽⠜⠏⠈⠞,⠏⠈⠗⠽⠜⠈⠏⠞
पाठ्यक्रम,⠏⠜⠺⠈⠽⠅⠈⠗⠍,⠏⠜⠈⠺⠽⠈⠅⠗⠍
पाठ्यपुस्‍तकों,⠏⠜⠺⠈⠽⠏⠥⠎⠈⠞⠅⠕⠰,⠏⠜⠈⠺⠽⠏⠥⠈⠎⠞⠅⠕⠰
